Date	Transaction	Amount	Name	Memo
5/10/2021	OTHER	0.8	Withdrawal to Tangerine Savings 	Transferred
5/11/2021	OTHER	23.97	Interac - Purchase - DEPANNEUR L	DEPANNEUR LE PI Montreal  QC  CA
5/12/2021	OTHER	1.24	Withdrawal to Tangerine Savings 	Transferred
5/12/2021	OTHER	15.21	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
5/12/2021	OTHER	11.16	Interac - Purchase - PETRO-CANAD	PETRO-CANADA MONTREAL  QC  CA
5/13/2021	OTHER	1.77	Withdrawal to Tangerine Savings 	Transferred
5/13/2021	OTHER	14.17	Interac - Purchase - PETRO-CANAD	PETRO-CANADA MONTREAL  QC  CA
5/13/2021	OTHER	11.9	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
5/13/2021	OTHER	20.65	Interac - Purchase - SAQ23173 MA	SAQ23173 MASSON MONTREAL  QC  CA
5/14/2021	OTHER	1.8	Withdrawal to Tangerine Savings 	Transferred
5/14/2021	OTHER	15.21	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
5/14/2021	OTHER	32.77	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
5/15/2021	OTHER	1.02	Withdrawal to Tangerine Savings 	Transferred
5/16/2021	OTHER	1.37	Withdrawal to Tangerine Savings 	Transferred
5/16/2021	OTHER	15.18	Interac - Purchase - CANADIAN TI	CANADIAN TIRE S ST-LEONARD  QC  CA
5/16/2021	OTHER	7.8	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
5/16/2021	OTHER	70.72	Interac - Purchase - ALIMENTATIO	ALIMENTATION P. SAINT-LEON  QC  CA
5/16/2021	OTHER	31.9	Interac - Purchase - SAQ23344 LE	SAQ23344 LE BOU MONTREAL  QC  CA
5/16/2021	OTHER	3.19	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
5/17/2021	OTHER	2.21	Withdrawal to Tangerine Savings 	Transferred
5/17/2021	OTHER	17	Interac - Purchase - MCDONALD'S 	MCDONALD'S #795 MONTREAL  QC  CA
5/18/2021	OTHER	206.46	EFT Withdrawal to CIE BELAIR	To CIE BELAIR
5/18/2021	OTHER	4.75	Interac - Purchase - DEPANNEUR L	DEPANNEUR LE PI Montreal  QC  CA
5/18/2021	OTHER	16.54	Visa Debit - Purchase - BAM*D±PA	BAM*D±PANNEUR LE PICK VICTORIA  CA
5/19/2021	OTHER	"1,197.25"	INTERAC e-Transfer From: LES PRO	Transferred
5/19/2021	OTHER	1.79	Withdrawal to Tangerine Savings 	Transferred
5/19/2021	OTHER	13.1	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
5/19/2021	OTHER	18.99	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
5/20/2021	OTHER	59.86	Withdrawal to Tangerine Savings 	Transferred
5/20/2021	OTHER	1.6	Withdrawal to Tangerine Savings 	Transferred
5/21/2021	OTHER	0.37	Withdrawal to Tangerine Savings 	Transferred
5/21/2021	OTHER	45.99	INTERAC e-Transfer To: F trois d	Transferred
5/21/2021	OTHER	12.97	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
5/22/2021	OTHER	0.04	Withdrawal to Tangerine Savings 	Transferred
5/22/2021	OTHER	49.38	Interac - Purchase - ADDISON ELE	ADDISON ELECTRO MONTREAL  QC  CA
5/22/2021	OTHER	6.42	Interac - Purchase - MCDONALD'S 	MCDONALD'S #270 ST.LEONARD  QC  CA
5/23/2021	OTHER	1.91	Withdrawal to Tangerine Savings 	Transferred
5/23/2021	OTHER	17.69	Interac - Purchase - JEAN COUTU 	JEAN COUTU #092 MONTREAL  QC  CA
5/23/2021	OTHER	20.13	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
5/24/2021	OTHER	1.18	Withdrawal to Tangerine Savings 	Transferred
5/24/2021	OTHER	13	Interac - Purchase - MCDONALD'S 	MCDONALD'S #795 MONTREAL  QC  CA
5/24/2021	OTHER	24.07	Interac - Purchase - JEAN COUTU 	JEAN COUTU #092 MONTREAL  QC  CA
5/25/2021	OTHER	0.93	Withdrawal to Tangerine Savings 	Transferred
5/25/2021	OTHER	26.26	Interac - Purchase - CANADIAN TI	CANADIAN TIRE S MONTREAL  QC  CA
5/25/2021	OTHER	14.21	Interac - Purchase - BROCCA MONT	BROCCA MONTREAL  QC  CA
5/26/2021	OTHER	1.53	Withdrawal to Tangerine Savings 	Transferred
5/26/2021	OTHER	15.23	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
5/27/2021	OTHER	1.35	Withdrawal to Tangerine Savings 	Transferred
5/27/2021	OTHER	43.08	Interac - Purchase - BUREAU EN G	BUREAU EN GROS SAINT-LEON  QC  CA
5/27/2021	OTHER	7.94	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
5/27/2021	OTHER	15.21	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
5/27/2021	OTHER	28.58	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
5/28/2021	OTHER	2.58	Withdrawal to Tangerine Savings 	Transferred
5/28/2021	OTHER	900	EFT Deposit from CANADA	From CANADA
5/28/2021	OTHER	900	EFT Deposit from CANADA	From CANADA
5/29/2021	OTHER	55.73	Interac - Purchase - METRO # 042	METRO # 0421 MONTREAL  QC  CA
5/30/2021	OTHER	0.93	Withdrawal to Tangerine Savings 	Transferred
5/31/2021	OTHER	14.21	Interac - Purchase - BROCCA MONT	BROCCA MONTREAL  QC  CA
5/31/2021	OTHER	0.04	Interest Paid	
6/1/2021	OTHER	0.79	Withdrawal to Tangerine Savings 	Transferred
6/1/2021	OTHER	17.01	Interac - Purchase - HARVEY'S 25	HARVEY'S 2552 MONTREAL  QC  CA
6/2/2021	OTHER	2.26	Withdrawal to Tangerine Savings 	Transferred
6/2/2021	OTHER	63.84	Interac - Purchase - ADDISON ELE	ADDISON ELECTRO MONTREAL  QC  CA
6/2/2021	OTHER	15.21	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
6/2/2021	OTHER	600	INTERAC e-Transfer To: Marie Cla	Transferred
6/2/2021	ATM	"3,249.62"	Tangerine Credit Card Payment	Credit Card Payment
6/3/2021	OTHER	1.17	Withdrawal to Tangerine Savings 	Transferred
6/3/2021	OTHER	18.52	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
6/4/2021	OTHER	0.48	Withdrawal to Tangerine Savings 	Transferred
6/4/2021	OTHER	18.22	Interac - Purchase - PETRO-CANAD	PETRO-CANADA MONTREAL  QC  CA
6/4/2021	OTHER	12.57	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
6/5/2021	OTHER	2.3	Withdrawal to Tangerine Savings 	Transferred
6/5/2021	OTHER	5.74	Interac - Purchase - BUREAU EN G	BUREAU EN GROS SAINT-LEON  QC  CA
6/5/2021	OTHER	56.69	Interac - Purchase - ALIMENTATIO	ALIMENTATION P. SAINT-LEON  QC  CA
6/5/2021	OTHER	20.68	Interac - Purchase - CANADIAN TI	CANADIAN TIRE S ST-LEONARD  QC  CA
6/5/2021	OTHER	39	Interac - Purchase - STH #225 EX	STH #225 EXPRES SAINT-LEON  QC  CA
6/6/2021	OTHER	2.33	Withdrawal to Tangerine Savings 	Transferred
6/6/2021	OTHER	77.05	Interac - Purchase - ALIMENTATIO	ALIMENTATION P. SAINT-LEON  QC  CA
6/6/2021	OTHER	45.57	Interac - Purchase - BOUCHERIE A	BOUCHERIE AUX DEUX GAU MONTREAL  QC  CA
6/7/2021	OTHER	1.38	Withdrawal to Tangerine Savings 	Transferred
6/7/2021	OTHER	11.51	Interac - Purchase - BROCCA MONT	BROCCA MONTREAL  QC  CA
6/7/2021	OTHER	9.78	Interac - Purchase - RESTAURAN L	RESTAURAN LE PETIT QUE MONTREAL  QC  CA
6/8/2021	OTHER	1.85	Withdrawal to Tangerine Savings 	Transferred
6/8/2021	OTHER	169.17	Interac - Purchase - ABRA SAINT-	ABRA SAINT-LAUR  QC  CA
6/8/2021	OTHER	9.75	Interac - Purchase - MARCHE SOUP	MARCHE SOUPSON MONTREAL  QC  CA
6/8/2021	OTHER	34.37	Interac - Purchase - POKE STATIO	POKE STATION MONTREAL  QC  CA
6/8/2021	OTHER	53.4	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE SUR MASS MONTREAL  QC  CA
6/9/2021	OTHER	2.31	Withdrawal to Tangerine Savings 	Transferred
6/9/2021	OTHER	49.43	Interac - Purchase - BUREAU EN G	BUREAU EN GROS SAINT-LEON  QC  CA
6/9/2021	OTHER	19.81	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
6/10/2021	OTHER	0.76	Withdrawal to Tangerine Savings 	Transferred
6/10/2021	OTHER	15.84	Interac - Purchase - MCDONALD'S 	MCDONALD'S #795 MONTREAL  QC  CA
6/10/2021	OTHER	39.15	Interac - Purchase - PHARMAPRIX 	PHARMAPRIX #186 MONTREAL  QC  CA
6/11/2021	OTHER	1.55	Withdrawal to Tangerine Savings 	Transferred
6/11/2021	OTHER	3.37	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
6/11/2021	OTHER	11.9	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
6/11/2021	OTHER	31.05	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
6/11/2021	OTHER	3.31	Interac - Purchase - JEAN COUTU 	JEAN COUTU #148 MONTREAL  QC  CA
6/12/2021	OTHER	2.37	Withdrawal to Tangerine Savings 	Transferred
6/12/2021	OTHER	12.59	Interac - Purchase - CORNET GLAC	CORNET GLACE MONTREAL  QC  CA
6/13/2021	OTHER	0.41	Withdrawal to Tangerine Savings 	Transferred
6/13/2021	OTHER	14.25	Interac - Purchase - HARVEYS #23	HARVEYS #2346 MONTREAL  QC  CA
6/13/2021	OTHER	34.79	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLEE VERTE MONTREAL  QC  CA
6/14/2021	OTHER	0.96	Withdrawal to Tangerine Savings 	Transferred
6/14/2021	OTHER	27.56	Interac - Purchase - JEAN COUTU 	JEAN COUTU #092 MONTREAL  QC  CA
6/15/2021	OTHER	0.44	Withdrawal to Tangerine Savings 	Transferred
6/15/2021	OTHER	11.17	Interac - Purchase - BROCCA MONT	BROCCA MONTREAL  QC  CA
6/16/2021	OTHER	1.97	Withdrawal to Tangerine Savings 	Transferred
6/16/2021	ATM	41.75	Withdrawal - ABM - CANTINE CHEZ 	CANTINE CHEZ REAL ST JEAN SU  QC  CA
6/16/2021	FEE	1.5	Interac Network Usage Charge	ABM Fee
6/16/2021	OTHER	20	INTERAC e-Transfer From: NICOLAS	Transferred
6/17/2021	OTHER	0.4	Withdrawal to Tangerine Savings 	Transferred
6/17/2021	OTHER	4.55	Interac - Purchase - BEMOL & LEV	BEMOL & LEVAIN JEAN-TA MONTREAL  QC  CA
6/17/2021	OTHER	29.33	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE SUR MASS MONTREAL  QC  CA
6/17/2021	OTHER	20	INTERAC e-Transfer To: Nicolas M	Transferred
6/18/2021	OTHER	1.68	Withdrawal to Tangerine Savings 	Transferred
6/18/2021	OTHER	206.46	EFT Withdrawal to CIE BELAIR	To CIE BELAIR
6/18/2021	OTHER	50	INTERAC e-Transfer From: COLETTE	Transferred
6/20/2021	OTHER	0.96	Withdrawal to Tangerine Savings 	Transferred
6/21/2021	OTHER	16.38	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLEE VERTE MONTREAL  QC  CA
6/22/2021	OTHER	0.62	Withdrawal to Tangerine Savings 	Transferred
6/22/2021	OTHER	3.67	Interac - Purchase - TIM HORTONS	TIM HORTONS #0751 ANJOU  QC  CA
6/22/2021	OTHER	17.01	Interac - Purchase - HARVEY'S 25	HARVEY'S 2552 MONTREAL  QC  CA
6/23/2021	OTHER	3.79	Withdrawal to Tangerine Savings 	Transferred
6/24/2021	OTHER	3.43	Withdrawal to Tangerine Savings 	Transferred
6/25/2021	OTHER	900	EFT Deposit from CANADA	From CANADA
6/25/2021	OTHER	900	EFT Deposit from CANADA	From CANADA
6/25/2021	OTHER	15.17	Interac - Purchase - MCDONALD'S 	MCDONALD'S #7956   Q04 MONTREAL  QC  CA
6/27/2021	OTHER	0.77	Withdrawal to Tangerine Savings 	Transferred
6/27/2021	OTHER	26.96	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARCHE #845 MONTREAL  QC  CA
6/27/2021	OTHER	53.62	Interac - Purchase - ALIMENTATIO	ALIMENTATION P.BOISCLA SAINT-LEON  QC  CA
6/28/2021	OTHER	0.42	Withdrawal to Tangerine Savings 	Transferred
6/30/2021	OTHER	2.04	Withdrawal to Tangerine Savings 	Transferred
6/30/2021	OTHER	0.01	Interest Paid	
7/1/2021	OTHER	1.28	Withdrawal to Tangerine Savings 	Transferred
7/2/2021	OTHER	1.61	Withdrawal to Tangerine Savings 	Transferred
7/2/2021	OTHER	600	INTERAC e-Transfer To: Marie Cla	Transferred
7/3/2021	OTHER	32.77	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
7/4/2021	OTHER	2.16	Withdrawal to Tangerine Savings 	Transferred
7/4/2021	OTHER	43.27	Interac - Purchase - IGA TELLIER	IGA TELLIER 677 MONTREAL  QC  CA
7/5/2021	OTHER	0.73	Withdrawal to Tangerine Savings 	Transferred
7/5/2021	OTHER	12.57	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
7/5/2021	OTHER	95	INTERAC e-Transfer To: IPTV Diab	Transferred
7/6/2021	OTHER	57.21	Interac - Purchase - RONA QUINC 	RONA QUINC LA P VERDUN  QC  CA
7/6/2021	OTHER	16.19	Interac - Purchase - METRO MANON	METRO MANON BEL VERDUN  QC  CA
7/6/2021	OTHER	26.05	Interac - Purchase - METRO MANON	METRO MANON BEL VERDUN  QC  CA
7/6/2021	OTHER	27.17	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
7/7/2021	OTHER	6.53	Withdrawal to Tangerine Savings 	Transferred
7/8/2021	OTHER	1.5	Withdrawal to Tangerine Savings 	Transferred
7/9/2021	OTHER	2.29	Interac - Purchase - JEAN COUTU 	JEAN COUTU #092 MONTREAL  QC  CA
7/9/2021	OTHER	94.18	Interac - Purchase - CANADIAN TI	CANADIAN TIRE S ST-LEONARD  QC  CA
7/9/2021	OTHER	37.02	Interac - Purchase - POKE STATIO	POKE STATION MONTREAL  QC  CA
7/9/2021	OTHER	34.5	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
7/10/2021	OTHER	3.01	Withdrawal to Tangerine Savings 	Transferred
7/10/2021	OTHER	34	Interac - Purchase - MCDONALD'S 	MCDONALD'S #112 DONNACONA  QC  CA
7/10/2021	OTHER	6.81	Interac - Purchase - DEPANNEUR L	DEPANNEUR L ETA STONEHAM-E  QC  CA
7/11/2021	OTHER	0.19	Withdrawal to Tangerine Savings 	Transferred
7/11/2021	OTHER	29.87	Interac - Purchase - LA SOURCE #	LA SOURCE #5613 CHICOUTIMI  QC  CA
7/11/2021	OTHER	160.95	Interac - Purchase - #484 SPORTS	#484 SPORTS EXPERTS CHICOUTIMI  QC  CA
7/11/2021	OTHER	5.44	Interac - Purchase - CENTRE MULT	CENTRE MULTISER CHICOUTIMI  QC  CA
7/12/2021	OTHER	0.74	Withdrawal to Tangerine Savings 	Transferred
7/12/2021	OTHER	13.13	Interac - Purchase - JEAN COUTU 	JEAN COUTU #174 CHICOUTIMI  QC  CA
7/12/2021	OTHER	12.08	Interac - Purchase - CAFE STARBU	CAFE STARBUCK T CHICOUTIMI  QC  CA
7/13/2021	OTHER	1.79	Withdrawal to Tangerine Savings 	Transferred
7/13/2021	OTHER	21.72	Interac - Purchase - PROVIGO CHI	PROVIGO CHICOUT CHICOUTIMI  QC  CA
7/13/2021	OTHER	6.26	Interac - Purchase - CAFE STARBU	CAFE STARBUCK T CHICOUTIMI  QC  CA
7/14/2021	OTHER	1.97	Withdrawal to Tangerine Savings 	Transferred
7/14/2021	OTHER	19.9	Interac - Purchase - RESTAURANT 	RESTAURANT SORR CHICOUTIMI  QC  CA
7/14/2021	OTHER	6.26	Interac - Purchase - CAFE STARBU	CAFE STARBUCK T CHICOUTIMI  QC  CA
7/14/2021	OTHER	32.25	Interac - Purchase - WALMART STO	WALMART STORE # CHICOUTIMI  QC  CA
7/15/2021	OTHER	1.59	Withdrawal to Tangerine Savings 	Transferred
7/15/2021	OTHER	5.51	Interac - Purchase - MARCHE FALA	MARCHE FALARDEAU FALARDEAU  QC  CA
7/15/2021	OTHER	23.07	Interac - Purchase - SUPER C CHI	SUPER C CHICOUT CHICOUTIMI  QC  CA
7/15/2021	OTHER	26.91	Interac - Purchase - CENTRE MULT	CENTRE MULTISER CHICOUTIMI  QC  CA
7/16/2021	OTHER	2.45	Withdrawal to Tangerine Savings 	Transferred
7/16/2021	OTHER	31.46	Interac - Purchase - MCDONALD'S 	MCDONALD'S #401 SAINT-AUGU  QC  CA
7/16/2021	OTHER	3.55	Interac - Purchase - COUCHETARD 	COUCHETARD #975 ST-AUGUSTI  QC  CA
7/17/2021	OTHER	0.99	Withdrawal to Tangerine Savings 	Transferred
7/19/2021	OTHER	206.46	EFT Withdrawal to CIE BELAIR	To CIE BELAIR
7/19/2021	CREDIT	800	Internet Deposit from Tangerine 	Completed transfer from Tangerine SAV account 3030877789 ~ Internet Deposit
7/19/2021	OTHER	4.55	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
7/19/2021	OTHER	"1,025.51"	INTERAC e-Transfer From: LES PRO	Transferred
7/19/2021	OTHER	25.3	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
7/19/2021	OTHER	12.88	Interac - Purchase - COUCHETARD 	COUCHETARD #321 MONTREAL  QC  CA
7/20/2021	OTHER	51.28	Withdrawal to Tangerine Savings 	Transferred
7/20/2021	OTHER	1.81	Withdrawal to Tangerine Savings 	Transferred
7/20/2021	OTHER	11.48	Interac - Purchase - CAFE MYRIAD	CAFE MYRIADE MONTREAL  QC  CA
7/21/2021	OTHER	1.45	Withdrawal to Tangerine Savings 	Transferred
7/21/2021	OTHER	5.69	Interac - Purchase - SQ *NOBLE C	SQ *NOBLE CAFE Montreal  QC  CA
7/21/2021	OTHER	21.97	Interac - Purchase - DEPANNEUR L	DEPANNEUR LE PI Montreal  QC  CA
7/22/2021	OTHER	0.34	Withdrawal to Tangerine Savings 	Transferred
7/22/2021	ATM	"1,500.00"	Tangerine Credit Card Payment	Credit Card Payment
7/22/2021	OTHER	9.14	Interac - Purchase - SQ *NOBLE C	SQ *NOBLE CAFE Montreal  QC  CA
7/22/2021	OTHER	48.14	Interac - Purchase - RONA QUINC 	RONA QUINC LA P VERDUN  QC  CA
7/22/2021	OTHER	9.58	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
7/23/2021	OTHER	2.14	Withdrawal to Tangerine Savings 	Transferred
7/24/2021	OTHER	1.43	Withdrawal to Tangerine Savings 	Transferred
7/24/2021	OTHER	10.64	Interac - Purchase - DEPANNEUR Y	DEPANNEUR YU MONTREAL  QC  CA
7/25/2021	OTHER	0.36	Withdrawal to Tangerine Savings 	Transferred
7/25/2021	OTHER	4.6	Interac - Purchase - MCDONALD'S 	MCDONALD'S #270 ST.LEONARD  QC  CA
7/25/2021	OTHER	53.14	Interac - Purchase - JEAN COUTU 	JEAN COUTU #092 MONTREAL  QC  CA
7/26/2021	OTHER	1.26	Withdrawal to Tangerine Savings 	Transferred
7/26/2021	OTHER	9.25	Interac - Purchase - SQ *NOBLE C	SQ *NOBLE CAFE Montreal  QC  CA
7/26/2021	OTHER	37.02	Interac - Purchase - POKE STATIO	POKE STATION MONTREAL  QC  CA
7/26/2021	OTHER	29.33	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
7/27/2021	OTHER	2.4	Withdrawal to Tangerine Savings 	Transferred
7/27/2021	OTHER	11.74	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
7/27/2021	OTHER	"1,533.10"	EFT Deposit from Troublemakers	From Troublemakers
7/28/2021	OTHER	1.57	Withdrawal to Tangerine Savings 	Transferred
7/28/2021	OTHER	900	EFT Deposit from CANADA	From CANADA
7/28/2021	OTHER	900	EFT Deposit from CANADA	From CANADA
7/28/2021	OTHER	22.98	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
7/28/2021	OTHER	25.33	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
7/29/2021	OTHER	0.69	Withdrawal to Tangerine Savings 	Transferred
7/29/2021	OTHER	4	Interac - Purchase - PARC INDIGO	PARC INDIGO - N MONTREAL  QC  CA
7/29/2021	OTHER	8.66	Interac - Purchase - PROVIGO MTL	PROVIGO MTL ST- MONTREAL  QC  CA
7/29/2021	OTHER	14.15	Interac - Purchase - JEAN COUTU 	JEAN COUTU #092 MONTREAL  QC  CA
7/30/2021	OTHER	2.25	Withdrawal to Tangerine Savings 	Transferred
7/30/2021	OTHER	21.13	Interac - Purchase - HARVEY'S #0	HARVEY'S #00024 ST.LEONARD  QC  CA
7/31/2021	OTHER	2.73	Withdrawal to Tangerine Savings 	Transferred
7/31/2021	OTHER	34.71	Interac - Purchase - IGA MARCHE 	IGA MARCHE RAYN POINTE-DU-  QC  CA
7/31/2021	OTHER	20.96	Interac - Purchase - IGA #399 SA	IGA #399 SAINTE-THE  QC  CA
7/31/2021	OTHER	38.4	Interac - Purchase - SAQ23212 SA	SAQ23212 SAINTE SAINTE-THE  QC  CA
7/31/2021	OTHER	49.56	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
7/31/2021	OTHER	2.82	Interac - Purchase - COUCHETARD 	COUCHETARD #321 MONTREAL  QC  CA
7/31/2021	OTHER	600	INTERAC e-Transfer To: Marie Cla	Transferred
7/31/2021	OTHER	0.02	Interest Paid	
8/1/2021	OTHER	2.52	Withdrawal to Tangerine Savings 	Transferred
8/1/2021	OTHER	44.43	Interac - Purchase - PROVIGO RAC	PROVIGO RACHEL MONTREAL  QC  CA
8/2/2021	OTHER	0.57	Withdrawal to Tangerine Savings 	Transferred
8/3/2021	OTHER	9.18	Interac - Purchase - IMAGINE LE 	IMAGINE LE FUN MONTREAL  QC  CA
8/3/2021	OTHER	26.28	Interac - Purchase - PHARMAPRIX 	PHARMAPRIX #006 MONTREAL  QC  CA
8/4/2021	OTHER	4.84	Withdrawal to Tangerine Savings 	Transferred
8/4/2021	OTHER	50.85	Interac - Purchase - JEAN COUTU 	JEAN COUTU #092 MONTREAL  QC  CA
8/5/2021	OTHER	0.15	Withdrawal to Tangerine Savings 	Transferred
8/5/2021	OTHER	14.95	Interac - Purchase - PROVIGO MTL	PROVIGO MTL ST- MONTREAL  QC  CA
8/5/2021	OTHER	32.77	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
8/6/2021	OTHER	1.94	Withdrawal to Tangerine Savings 	Transferred
8/6/2021	OTHER	13.79	Interac - Purchase - CAFE MYRIAD	CAFE MYRIADE MONTREAL  QC  CA
8/6/2021	OTHER	4.04	Interac - Purchase - PHARMAPRIX 	PHARMAPRIX #006 MONTREAL  QC  CA
8/6/2021	OTHER	17.54	Interac - Purchase - CHEZ BAPTIS	CHEZ BAPTISTE S MONTREAL  QC  CA
8/6/2021	OTHER	37.02	Interac - Purchase - POKE STATIO	POKE STATION MONTREAL  QC  CA
8/7/2021	OTHER	3.47	Withdrawal to Tangerine Savings 	Transferred
8/7/2021	OTHER	15.01	Interac - Purchase - CAFE PAQUEB	CAFE PAQUEBOT M MONTREAL  QC  CA
8/7/2021	OTHER	18.4	Interac - Purchase - PROVIGO MTL	PROVIGO MTL ST- MONTREAL  QC  CA
8/8/2021	OTHER	2.21	Withdrawal to Tangerine Savings 	Transferred
8/8/2021	OTHER	43.05	Interac - Purchase - SAQ23185 AN	SAQ23185 ANGUS MONTREAL  QC  CA
8/8/2021	OTHER	26.06	Interac - Purchase - PROVIGO RAC	PROVIGO RACHEL MONTREAL  QC  CA
8/8/2021	OTHER	25.81	Interac - Purchase - ALIMENTATIO	ALIMENTATION P. SAINT-LEON  QC  CA
8/9/2021	OTHER	2.08	Withdrawal to Tangerine Savings 	Transferred
8/9/2021	OTHER	11.81	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
8/9/2021	OTHER	18.99	Interac - Purchase - DEPANNEUR V	DEPANNEUR VALLE MONTREAL  QC  CA
8/10/2021	OTHER	0.2	Withdrawal to Tangerine Savings 	Transferred
8/10/2021	OTHER	10.8	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
8/10/2021	OTHER	9.26	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
8/11/2021	OTHER	0.94	Withdrawal to Tangerine Savings 	Transferred
8/11/2021	OTHER	14.74	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
8/11/2021	OTHER	"5,978.70"	EFT Deposit from Troublemakers	From Troublemakers
8/11/2021	ATM	"4,097.64"	Tangerine Credit Card Payment	Credit Card Payment
8/12/2021	OTHER	1.67	Withdrawal to Tangerine Savings 	Transferred
8/13/2021	OTHER	29.85	Interac - Purchase - MCDONALD'S 	MCDONALD'S #291 TROIS-RIVI  QC  CA
8/14/2021	OTHER	2.37	Withdrawal to Tangerine Savings 	Transferred
8/14/2021	OTHER	14.95	Interac - Purchase - YOGA GRIND 	YOGA GRIND STUD LASALLE  QC  CA
8/14/2021	OTHER	90.16	Interac - Purchase - PROVIGO LE 	PROVIGO LE MARC MONTREAL  QC  CA
8/15/2021	OTHER	1.31	Withdrawal to Tangerine Savings 	Transferred
8/15/2021	OTHER	14.84	Interac - Purchase - LA CREMIERE	LA CREMIERE MONTREAL  QC  CA
8/16/2021	OTHER	0.16	Withdrawal to Tangerine Savings 	Transferred
8/16/2021	OTHER	5.74	Interac - Purchase - D. VERMETTE	D. VERMETTE F. MONTREAL  QC  CA
8/16/2021	OTHER	73.19	Interac - Purchase - CANADIAN TI	CANADIAN TIRE # MONTREAL  QC  CA
8/16/2021	OTHER	30.35	Interac - Purchase - IGA TELLIER	IGA TELLIER 677 MONTREAL  QC  CA
8/16/2021	OTHER	34.48	Interac - Purchase - COUCHE-TARD	COUCHE-TARD # 1 MONTREAL  QC  CA
8/17/2021	OTHER	2.24	Withdrawal to Tangerine Savings 	Transferred
8/18/2021	OTHER	0.2	Withdrawal to Tangerine Savings 	Transferred
8/18/2021	OTHER	198.22	EFT Withdrawal to CIE BELAIR	To CIE BELAIR
8/18/2021	OTHER	9.25	Interac - Purchase - NOBLE CAFE 	NOBLE CAFE MONTREAL  QC  CA
8/18/2021	OTHER	12.57	Interac - Purchase - BEMOL   LEV	BEMOL   LEVAIN MONTREAL  QC  CA
8/19/2021	OTHER	100	INTERAC e-Transfer To: Lydia Bou	Transferred
